"","MSN","StateCode","Year","Data"
"1","ABICB","NM",1960,0
"2","ABICB","NM",1961,0
"3","ABICB","NM",1962,0
"4","ABICB","NM",1963,0
"5","ABICB","NM",1964,0
"6","ABICB","NM",1965,0
"7","ABICB","NM",1966,0
"8","ABICB","NM",1967,0
"9","ABICB","NM",1968,0
"10","ABICB","NM",1969,0
"11","ABICB","NM",1970,0
"12","ABICB","NM",1971,0
"13","ABICB","NM",1972,0
"14","ABICB","NM",1973,0
"15","ABICB","NM",1974,0
"16","ABICB","NM",1975,0
"17","ABICB","NM",1976,0
"18","ABICB","NM",1977,0
"19","ABICB","NM",1978,0
"20","ABICB","NM",1979,0
"21","ABICB","NM",1980,0
"22","ABICB","NM",1981,37.85288
"23","ABICB","NM",1982,34.36901
"24","ABICB","NM",1983,5.12947
"25","ABICB","NM",1984,0.40753
"26","ABICB","NM",1985,19.1509
"27","ABICB","NM",1986,2.75868
"28","ABICB","NM",1987,0.22872
"29","ABICB","NM",1988,-5.38945
"30","ABICB","NM",1989,0.54756
"31","ABICB","NM",1990,1.18638
"32","ABICB","NM",1991,-0.52782
"33","ABICB","NM",1992,1.00183
"34","ABICB","NM",1993,0.94181
"35","ABICB","NM",1994,38.24966
"36","ABICB","NM",1995,33.18111
"37","ABICB","NM",1996,43.35303
"38","ABICB","NM",1997,55.13587
"39","ABICB","NM",1998,23.57749
"40","ABICB","NM",1999,37.47726
"41","ABICB","NM",2000,22.35497
"42","ABICB","NM",2001,35.73454
"43","ABICB","NM",2002,43.59236
"44","ABICB","NM",2003,42.61693
"45","ABICB","NM",2004,70.28901
"46","ABICB","NM",2005,57.0796
"47","ABICB","NM",2006,4.58631
"48","ABICB","NM",2007,12.57906
"49","ABICB","NM",2008,0.73458
"50","ABICB","NM",2009,-5.91691
"51","ABICP","NM",1960,0
"52","ABICP","NM",1961,0
"53","ABICP","NM",1962,0
"54","ABICP","NM",1963,0
"55","ABICP","NM",1964,0
"56","ABICP","NM",1965,0
"57","ABICP","NM",1966,0
"58","ABICP","NM",1967,0
"59","ABICP","NM",1968,0
"60","ABICP","NM",1969,0
"61","ABICP","NM",1970,0
"62","ABICP","NM",1971,0
"63","ABICP","NM",1972,0
"64","ABICP","NM",1973,0
"65","ABICP","NM",1974,0
"66","ABICP","NM",1975,0
"67","ABICP","NM",1976,0
"68","ABICP","NM",1977,0
"69","ABICP","NM",1978,0
"70","ABICP","NM",1979,0
"71","ABICP","NM",1980,0
"72","ABICP","NM",1981,7.49859
"73","ABICP","NM",1982,6.80844
"74","ABICP","NM",1983,1.01614
"75","ABICP","NM",1984,0.08073
"76","ABICP","NM",1985,3.79376
"77","ABICP","NM",1986,0.54649
"78","ABICP","NM",1987,0.04531
"79","ABICP","NM",1988,-1.06764
"80","ABICP","NM",1989,0.10847
"81","ABICP","NM",1990,0.23502
"82","ABICP","NM",1991,-0.10456
"83","ABICP","NM",1992,0.19846
"84","ABICP","NM",1993,0.18657
"85","ABICP","NM",1994,7.57719
"86","ABICP","NM",1995,6.57312
"87","ABICP","NM",1996,8.58816
"88","ABICP","NM",1997,10.92232
"89","ABICP","NM",1998,4.67066
"90","ABICP","NM",1999,7.42418
"91","ABICP","NM",2000,4.42848
"92","ABICP","NM",2001,7.07895
"93","ABICP","NM",2002,8.63557
"94","ABICP","NM",2003,8.44234
"95","ABICP","NM",2004,13.92413
"96","ABICP","NM",2005,11.30737
"97","ABICP","NM",2006,0.90854
"98","ABICP","NM",2007,2.49189
"99","ABICP","NM",2008,0.14552
"100","ABICP","NM",2009,-1.17213
"101","ARICB","NM",1960,6396.79018
"102","ARICB","NM",1961,6716.24172
"103","ARICB","NM",1962,6688.73609
"104","ARICB","NM",1963,6815.97456
"105","ARICB","NM",1964,7773.469
"106","ARICB","NM",1965,9209.90446
"107","ARICB","NM",1966,8144.31363
"108","ARICB","NM",1967,7575.74812
"109","ARICB","NM",1968,9667.48831
"110","ARICB","NM",1969,6418.0506
"111","ARICB","NM",1970,8017.62681
"112","ARICB","NM",1971,5393.73954
"113","ARICB","NM",1972,6401.57056
"114","ARICB","NM",1973,6604.93741
"115","ARICB","NM",1974,9058.57519
"116","ARICB","NM",1975,10830.37219
"117","ARICB","NM",1976,9699.06492
"118","ARICB","NM",1977,7953.0578
"119","ARICB","NM",1978,9501.10322
"120","ARICB","NM",1979,9429.7189
"121","ARICB","NM",1980,7552.98949
"122","ARICB","NM",1981,7721.65909
"123","ARICB","NM",1982,9610.17431
"124","ARICB","NM",1983,11773.68238
"125","ARICB","NM",1984,12612.77405
"126","ARICB","NM",1985,9960.82466
"127","ARICB","NM",1986,10724.60776
"128","ARICB","NM",1987,13728.31817
"129","ARICB","NM",1988,14019.47771
"130","ARICB","NM",1989,11052.32403
"131","ARICB","NM",1990,9625.90939
"132","ARICB","NM",1991,10117.33691
"133","ARICB","NM",1992,12433.53443
"134","ARICB","NM",1993,16179.46817
"135","ARICB","NM",1994,14030.73602
"136","ARICB","NM",1995,12336.54359
"137","ARICB","NM",1996,10936.11685
"138","ARICB","NM",1997,8179.98511
"139","ARICB","NM",1998,13592.78849
"140","ARICB","NM",1999,12624.61188
"141","ARICB","NM",2000,11778.1003
"142","ARICB","NM",2001,5250.17366
"143","ARICB","NM",2002,13234.20174
"144","ARICB","NM",2003,13125.77017
"145","ARICB","NM",2004,13206.4841
"146","ARICB","NM",2005,11943.20769
"147","ARICB","NM",2006,12825.79815
"148","ARICB","NM",2007,15601.94413
"149","ARICB","NM",2008,11727.13548
"150","ARICB","NM",2009,10117.67946
"151","ARICD","NM",1970,0.57613
"152","ARICD","NM",1971,0.82272
"153","ARICD","NM",1972,0.82484
"154","ARICD","NM",1973,0.85071
"155","ARICD","NM",1974,1.74794
"156","ARICD","NM",1975,1.83959
"157","ARICD","NM",1976,1.67787
"158","ARICD","NM",1977,1.78251
"159","ARICD","NM",1978,1.93603
"160","ARICD","NM",1979,2.47158
"161","ARICD","NM",1980,3.66664
"162","ARICD","NM",1981,4.47842
"163","ARICD","NM",1982,4.1611
"164","ARICD","NM",1983,4.15937
"165","ARICD","NM",1984,4.50271
"166","ARICD","NM",1985,4.7882
"167","ARICD","NM",1986,4.35166
"168","ARICD","NM",1987,3.18608
"169","ARICD","NM",1988,3.39284
"170","ARICD","NM",1989,2.8721
"171","ARICD","NM",1990,2.75845
"172","ARICD","NM",1991,3.44878
"173","ARICD","NM",1992,2.98883
"174","ARICD","NM",1993,3.11788
"175","ARICD","NM",1994,3.0523
"176","ARICD","NM",1995,3.29619
"177","ARICD","NM",1996,3.54924
"178","ARICD","NM",1997,3.71909
"179","ARICD","NM",1998,3.67884
"180","ARICD","NM",1999,3.39506
"181","ARICD","NM",2000,3.34987
"182","ARICD","NM",2001,3.42573
"183","ARICD","NM",2002,3.73161
"184","ARICD","NM",2003,4.09636
"185","ARICD","NM",2004,4.58142
"186","ARICD","NM",2005,4.85418
"187","ARICD","NM",2006,5.20152
"188","ARICD","NM",2007,5.49369
"189","ARICD","NM",2008,5.66012
"190","ARICD","NM",2009,5.87915
"191","ARICP","NM",1960,963.95271
"192","ARICP","NM",1961,1012.09188
"193","ARICP","NM",1962,1007.94697
"194","ARICP","NM",1963,1027.12094
"195","ARICP","NM",1964,1171.40883
"196","ARICP","NM",1965,1387.86987
"197","ARICP","NM",1966,1227.29259
"198","ARICP","NM",1967,1141.61364
"199","ARICP","NM",1968,1456.82464
"200","ARICP","NM",1969,967.15651
"201","ARICP","NM",1970,1208.20175
"202","ARICP","NM",1971,812.79981
"203","ARICP","NM",1972,964.67308
"204","ARICP","NM",1973,995.31908
"205","ARICP","NM",1974,1365.06558
"206","ARICP","NM",1975,1632.06332
"207","ARICP","NM",1976,1461.58302
"208","ARICP","NM",1977,1198.47164
"209","ARICP","NM",1978,1431.75154
"210","ARICP","NM",1979,1420.99441
"211","ARICP","NM",1980,1138.18407
"212","ARICP","NM",1981,1163.60143
"213","ARICP","NM",1982,1448.18781
"214","ARICP","NM",1983,1774.21374
"215","ARICP","NM",1984,1900.65914
"216","ARICP","NM",1985,1501.02843
"217","ARICP","NM",1986,1616.12534
"218","ARICP","NM",1987,2068.76404
"219","ARICP","NM",1988,2112.6398
"220","ARICP","NM",1989,1665.50995
"221","ARICP","NM",1990,1450.55898
"222","ARICP","NM",1991,1524.61376
"223","ARICP","NM",1992,1873.64895
"224","ARICP","NM",1993,2438.13565
"225","ARICP","NM",1994,2114.33635
"226","ARICP","NM",1995,1859.03309
"227","ARICP","NM",1996,1647.99832
"228","ARICP","NM",1997,1232.66804
"229","ARICP","NM",1998,2048.34064
"230","ARICP","NM",1999,1902.44302
"231","ARICP","NM",2000,1774.87949
"232","ARICP","NM",2001,791.16541
"233","ARICP","NM",2002,1994.30406
"234","ARICP","NM",2003,1977.96416
"235","ARICP","NM",2004,1990.1272
"236","ARICP","NM",2005,1799.76005
"237","ARICP","NM",2006,1932.76042
"238","ARICP","NM",2007,2351.10671
"239","ARICP","NM",2008,1767.19944
"240","ARICP","NM",2009,1524.66538
"241","ARICV","NM",1970,4.6192
"242","ARICV","NM",1971,4.43754
"243","ARICV","NM",1972,5.28027
"244","ARICV","NM",1973,5.61889
"245","ARICV","NM",1974,15.83385
"246","ARICV","NM",1975,19.92344
"247","ARICV","NM",1976,16.27377
"248","ARICV","NM",1977,14.17641
"249","ARICV","NM",1978,18.39442
"250","ARICV","NM",1979,23.3063
"251","ARICV","NM",1980,27.69409
"252","ARICV","NM",1981,34.58083
"253","ARICV","NM",1982,39.9889
"254","ARICV","NM",1983,48.9711
"255","ARICV","NM",1984,56.79166
"256","ARICV","NM",1985,47.69442
"257","ARICV","NM",1986,46.66985
"258","ARICV","NM",1987,43.73952
"259","ARICV","NM",1988,47.56584
"260","ARICV","NM",1989,31.74338
"261","ARICV","NM",1990,26.55259
"262","ARICV","NM",1991,34.89247
"263","ARICV","NM",1992,37.16172
"264","ARICV","NM",1993,50.44564
"265","ARICV","NM",1994,42.82602
"266","ARICV","NM",1995,40.66359
"267","ARICV","NM",1996,38.8149
"268","ARICV","NM",1997,30.4221
"269","ARICV","NM",1998,50.00569
"270","ARICV","NM",1999,42.86131
"271","ARICV","NM",2000,39.4551
"272","ARICV","NM",2001,17.98568
"273","ARICV","NM",2002,49.38488
"274","ARICV","NM",2003,53.76788
"275","ARICV","NM",2004,60.50445
"276","ARICV","NM",2005,57.97448
"277","ARICV","NM",2006,66.71365
"278","ARICV","NM",2007,85.71224
"279","ARICV","NM",2008,66.37699
"280","ARICV","NM",2009,59.48336
"281","ARTCB","NM",1960,6396.79018
"282","ARTCB","NM",1961,6716.24172
"283","ARTCB","NM",1962,6688.73609
"284","ARTCB","NM",1963,6815.97456
"285","ARTCB","NM",1964,7773.469
"286","ARTCB","NM",1965,9209.90446
"287","ARTCB","NM",1966,8144.31363
"288","ARTCB","NM",1967,7575.74812
"289","ARTCB","NM",1968,9667.48831
"290","ARTCB","NM",1969,6418.0506
"291","ARTCB","NM",1970,8017.62681
"292","ARTCB","NM",1971,5393.73954
"293","ARTCB","NM",1972,6401.57056
"294","ARTCB","NM",1973,6604.93741
"295","ARTCB","NM",1974,9058.57519
"296","ARTCB","NM",1975,10830.37219
"297","ARTCB","NM",1976,9699.06492
"298","ARTCB","NM",1977,7953.0578
"299","ARTCB","NM",1978,9501.10322
"300","ARTCB","NM",1979,9429.7189
"301","ARTCB","NM",1980,7552.98949
"302","ARTCB","NM",1981,7721.65909
"303","ARTCB","NM",1982,9610.17431
"304","ARTCB","NM",1983,11773.68238
"305","ARTCB","NM",1984,12612.77405
"306","ARTCB","NM",1985,9960.82466
"307","ARTCB","NM",1986,10724.60776
"308","ARTCB","NM",1987,13728.31817
"309","ARTCB","NM",1988,14019.47771
"310","ARTCB","NM",1989,11052.32403
"311","ARTCB","NM",1990,9625.90939
"312","ARTCB","NM",1991,10117.33691
"313","ARTCB","NM",1992,12433.53443
"314","ARTCB","NM",1993,16179.46817
"315","ARTCB","NM",1994,14030.73602
"316","ARTCB","NM",1995,12336.54359
"317","ARTCB","NM",1996,10936.11685
"318","ARTCB","NM",1997,8179.98511
"319","ARTCB","NM",1998,13592.78849
"320","ARTCB","NM",1999,12624.61188
"321","ARTCB","NM",2000,11778.1003
"322","ARTCB","NM",2001,5250.17366
"323","ARTCB","NM",2002,13234.20174
"324","ARTCB","NM",2003,13125.77017
"325","ARTCB","NM",2004,13206.4841
"326","ARTCB","NM",2005,11943.20769
"327","ARTCB","NM",2006,12825.79815
"328","ARTCB","NM",2007,15601.94413
"329","ARTCB","NM",2008,11727.13548
"330","ARTCB","NM",2009,10117.67946
"331","ARTCD","NM",1970,0.57613
"332","ARTCD","NM",1971,0.82272
"333","ARTCD","NM",1972,0.82484
"334","ARTCD","NM",1973,0.85071
"335","ARTCD","NM",1974,1.74794
"336","ARTCD","NM",1975,1.83959
"337","ARTCD","NM",1976,1.67787
"338","ARTCD","NM",1977,1.78251
"339","ARTCD","NM",1978,1.93603
"340","ARTCD","NM",1979,2.47158
"341","ARTCD","NM",1980,3.66664
"342","ARTCD","NM",1981,4.47842
"343","ARTCD","NM",1982,4.1611
"344","ARTCD","NM",1983,4.15937
"345","ARTCD","NM",1984,4.50271
"346","ARTCD","NM",1985,4.7882
"347","ARTCD","NM",1986,4.35166
"348","ARTCD","NM",1987,3.18608
"349","ARTCD","NM",1988,3.39284
"350","ARTCD","NM",1989,2.8721
"351","ARTCD","NM",1990,2.75845
"352","ARTCD","NM",1991,3.44878
"353","ARTCD","NM",1992,2.98883
"354","ARTCD","NM",1993,3.11788
"355","ARTCD","NM",1994,3.0523
"356","ARTCD","NM",1995,3.29619
"357","ARTCD","NM",1996,3.54924
"358","ARTCD","NM",1997,3.71909
"359","ARTCD","NM",1998,3.67884
"360","ARTCD","NM",1999,3.39506
"361","ARTCD","NM",2000,3.34987
"362","ARTCD","NM",2001,3.42573
"363","ARTCD","NM",2002,3.73161
"364","ARTCD","NM",2003,4.09636
"365","ARTCD","NM",2004,4.58142
"366","ARTCD","NM",2005,4.85418
"367","ARTCD","NM",2006,5.20152
"368","ARTCD","NM",2007,5.49369
"369","ARTCD","NM",2008,5.66012
"370","ARTCD","NM",2009,5.87915
"371","ARTCP","NM",1960,963.95271
"372","ARTCP","NM",1961,1012.09188
"373","ARTCP","NM",1962,1007.94697
"374","ARTCP","NM",1963,1027.12094
"375","ARTCP","NM",1964,1171.40883
"376","ARTCP","NM",1965,1387.86987
"377","ARTCP","NM",1966,1227.29259
"378","ARTCP","NM",1967,1141.61364
"379","ARTCP","NM",1968,1456.82464
"380","ARTCP","NM",1969,967.15651
"381","ARTCP","NM",1970,1208.20175
"382","ARTCP","NM",1971,812.79981
"383","ARTCP","NM",1972,964.67308
"384","ARTCP","NM",1973,995.31908
"385","ARTCP","NM",1974,1365.06558
"386","ARTCP","NM",1975,1632.06332
"387","ARTCP","NM",1976,1461.58302
"388","ARTCP","NM",1977,1198.47164
"389","ARTCP","NM",1978,1431.75154
"390","ARTCP","NM",1979,1420.99441
"391","ARTCP","NM",1980,1138.18407
"392","ARTCP","NM",1981,1163.60143
"393","ARTCP","NM",1982,1448.18781
"394","ARTCP","NM",1983,1774.21374
"395","ARTCP","NM",1984,1900.65914
"396","ARTCP","NM",1985,1501.02843
"397","ARTCP","NM",1986,1616.12534
"398","ARTCP","NM",1987,2068.76404
"399","ARTCP","NM",1988,2112.6398
"400","ARTCP","NM",1989,1665.50995
"401","ARTCP","NM",1990,1450.55898
"402","ARTCP","NM",1991,1524.61376
"403","ARTCP","NM",1992,1873.64895
"404","ARTCP","NM",1993,2438.13565
"405","ARTCP","NM",1994,2114.33635
"406","ARTCP","NM",1995,1859.03309
"407","ARTCP","NM",1996,1647.99832
"408","ARTCP","NM",1997,1232.66804
"409","ARTCP","NM",1998,2048.34064
"410","ARTCP","NM",1999,1902.44302
"411","ARTCP","NM",2000,1774.87949
"412","ARTCP","NM",2001,791.16541
"413","ARTCP","NM",2002,1994.30406
"414","ARTCP","NM",2003,1977.96416
"415","ARTCP","NM",2004,1990.1272
"416","ARTCP","NM",2005,1799.76005
"417","ARTCP","NM",2006,1932.76042
"418","ARTCP","NM",2007,2351.10671
"419","ARTCP","NM",2008,1767.19944
"420","ARTCP","NM",2009,1524.66538
"421","ARTCV","NM",1970,4.6192
"422","ARTCV","NM",1971,4.43754
"423","ARTCV","NM",1972,5.28027
"424","ARTCV","NM",1973,5.61889
"425","ARTCV","NM",1974,15.83385
"426","ARTCV","NM",1975,19.92344
"427","ARTCV","NM",1976,16.27377
"428","ARTCV","NM",1977,14.17641
"429","ARTCV","NM",1978,18.39442
"430","ARTCV","NM",1979,23.3063
"431","ARTCV","NM",1980,27.69409
"432","ARTCV","NM",1981,34.58083
"433","ARTCV","NM",1982,39.9889
"434","ARTCV","NM",1983,48.9711
"435","ARTCV","NM",1984,56.79166
"436","ARTCV","NM",1985,47.69442
"437","ARTCV","NM",1986,46.66985
"438","ARTCV","NM",1987,43.73952
"439","ARTCV","NM",1988,47.56584
"440","ARTCV","NM",1989,31.74338
"441","ARTCV","NM",1990,26.55259
"442","ARTCV","NM",1991,34.89247
"443","ARTCV","NM",1992,37.16172
"444","ARTCV","NM",1993,50.44564
"445","ARTCV","NM",1994,42.82602
"446","ARTCV","NM",1995,40.66359
"447","ARTCV","NM",1996,38.8149
"448","ARTCV","NM",1997,30.4221
"449","ARTCV","NM",1998,50.00569
"450","ARTCV","NM",1999,42.86131
"451","ARTCV","NM",2000,39.4551
"452","ARTCV","NM",2001,17.98568
"453","ARTCV","NM",2002,49.38488
"454","ARTCV","NM",2003,53.76788
"455","ARTCV","NM",2004,60.50445
"456","ARTCV","NM",2005,57.97448
"457","ARTCV","NM",2006,66.71365
"458","ARTCV","NM",2007,85.71224
"459","ARTCV","NM",2008,66.37699
"460","ARTCV","NM",2009,59.48336
"461","ARTXB","NM",1960,6396.79018
"462","ARTXB","NM",1961,6716.24172
"463","ARTXB","NM",1962,6688.73609
"464","ARTXB","NM",1963,6815.97456
"465","ARTXB","NM",1964,7773.469
"466","ARTXB","NM",1965,9209.90446
"467","ARTXB","NM",1966,8144.31363
"468","ARTXB","NM",1967,7575.74812
"469","ARTXB","NM",1968,9667.48831
"470","ARTXB","NM",1969,6418.0506
"471","ARTXB","NM",1970,8017.62681
"472","ARTXB","NM",1971,5393.73954
"473","ARTXB","NM",1972,6401.57056
"474","ARTXB","NM",1973,6604.93741
"475","ARTXB","NM",1974,9058.57519
"476","ARTXB","NM",1975,10830.37219
"477","ARTXB","NM",1976,9699.06492
"478","ARTXB","NM",1977,7953.0578
"479","ARTXB","NM",1978,9501.10322
"480","ARTXB","NM",1979,9429.7189
"481","ARTXB","NM",1980,7552.98949
"482","ARTXB","NM",1981,7721.65909
"483","ARTXB","NM",1982,9610.17431
"484","ARTXB","NM",1983,11773.68238
"485","ARTXB","NM",1984,12612.77405
"486","ARTXB","NM",1985,9960.82466
"487","ARTXB","NM",1986,10724.60776
"488","ARTXB","NM",1987,13728.31817
"489","ARTXB","NM",1988,14019.47771
"490","ARTXB","NM",1989,11052.32403
"491","ARTXB","NM",1990,9625.90939
"492","ARTXB","NM",1991,10117.33691
"493","ARTXB","NM",1992,12433.53443
"494","ARTXB","NM",1993,16179.46817
"495","ARTXB","NM",1994,14030.73602
"496","ARTXB","NM",1995,12336.54359
"497","ARTXB","NM",1996,10936.11685
"498","ARTXB","NM",1997,8179.98511
"499","ARTXB","NM",1998,13592.78849
"500","ARTXB","NM",1999,12624.61188
"501","ARTXB","NM",2000,11778.1003
"502","ARTXB","NM",2001,5250.17366
"503","ARTXB","NM",2002,13234.20174
"504","ARTXB","NM",2003,13125.77017
"505","ARTXB","NM",2004,13206.4841
"506","ARTXB","NM",2005,11943.20769
"507","ARTXB","NM",2006,12825.79815
"508","ARTXB","NM",2007,15601.94413
"509","ARTXB","NM",2008,11727.13548
"510","ARTXB","NM",2009,10117.67946
"511","ARTXD","NM",1970,0.57613
"512","ARTXD","NM",1971,0.82272
"513","ARTXD","NM",1972,0.82484
"514","ARTXD","NM",1973,0.85071
"515","ARTXD","NM",1974,1.74794
"516","ARTXD","NM",1975,1.83959
"517","ARTXD","NM",1976,1.67787
"518","ARTXD","NM",1977,1.78251
"519","ARTXD","NM",1978,1.93603
"520","ARTXD","NM",1979,2.47158
"521","ARTXD","NM",1980,3.66664
"522","ARTXD","NM",1981,4.47842
"523","ARTXD","NM",1982,4.1611
"524","ARTXD","NM",1983,4.15937
"525","ARTXD","NM",1984,4.50271
"526","ARTXD","NM",1985,4.7882
"527","ARTXD","NM",1986,4.35166
"528","ARTXD","NM",1987,3.18608
"529","ARTXD","NM",1988,3.39284
"530","ARTXD","NM",1989,2.8721
"531","ARTXD","NM",1990,2.75845
"532","ARTXD","NM",1991,3.44878
"533","ARTXD","NM",1992,2.98883
"534","ARTXD","NM",1993,3.11788
"535","ARTXD","NM",1994,3.0523
"536","ARTXD","NM",1995,3.29619
"537","ARTXD","NM",1996,3.54924
"538","ARTXD","NM",1997,3.71909
"539","ARTXD","NM",1998,3.67884
"540","ARTXD","NM",1999,3.39506
"541","ARTXD","NM",2000,3.34987
"542","ARTXD","NM",2001,3.42573
"543","ARTXD","NM",2002,3.73161
"544","ARTXD","NM",2003,4.09636
"545","ARTXD","NM",2004,4.58142
"546","ARTXD","NM",2005,4.85418
"547","ARTXD","NM",2006,5.20152
"548","ARTXD","NM",2007,5.49369
"549","ARTXD","NM",2008,5.66012
"550","ARTXD","NM",2009,5.87915
"551","ARTXP","NM",1960,963.95271
"552","ARTXP","NM",1961,1012.09188
"553","ARTXP","NM",1962,1007.94697
"554","ARTXP","NM",1963,1027.12094
"555","ARTXP","NM",1964,1171.40883
"556","ARTXP","NM",1965,1387.86987
"557","ARTXP","NM",1966,1227.29259
"558","ARTXP","NM",1967,1141.61364
"559","ARTXP","NM",1968,1456.82464
"560","ARTXP","NM",1969,967.15651
"561","ARTXP","NM",1970,1208.20175
"562","ARTXP","NM",1971,812.79981
"563","ARTXP","NM",1972,964.67308
"564","ARTXP","NM",1973,995.31908
"565","ARTXP","NM",1974,1365.06558
"566","ARTXP","NM",1975,1632.06332
"567","ARTXP","NM",1976,1461.58302
"568","ARTXP","NM",1977,1198.47164
"569","ARTXP","NM",1978,1431.75154
"570","ARTXP","NM",1979,1420.99441
"571","ARTXP","NM",1980,1138.18407
"572","ARTXP","NM",1981,1163.60143
"573","ARTXP","NM",1982,1448.18781
"574","ARTXP","NM",1983,1774.21374
"575","ARTXP","NM",1984,1900.65914
"576","ARTXP","NM",1985,1501.02843
"577","ARTXP","NM",1986,1616.12534
"578","ARTXP","NM",1987,2068.76404
"579","ARTXP","NM",1988,2112.6398
"580","ARTXP","NM",1989,1665.50995
"581","ARTXP","NM",1990,1450.55898
"582","ARTXP","NM",1991,1524.61376
"583","ARTXP","NM",1992,1873.64895
"584","ARTXP","NM",1993,2438.13565
"585","ARTXP","NM",1994,2114.33635
"586","ARTXP","NM",1995,1859.03309
"587","ARTXP","NM",1996,1647.99832
"588","ARTXP","NM",1997,1232.66804
"589","ARTXP","NM",1998,2048.34064
"590","ARTXP","NM",1999,1902.44302
"591","ARTXP","NM",2000,1774.87949
"592","ARTXP","NM",2001,791.16541
"593","ARTXP","NM",2002,1994.30406
"594","ARTXP","NM",2003,1977.96416
"595","ARTXP","NM",2004,1990.1272
"596","ARTXP","NM",2005,1799.76005
"597","ARTXP","NM",2006,1932.76042
"598","ARTXP","NM",2007,2351.10671
"599","ARTXP","NM",2008,1767.19944
"600","ARTXP","NM",2009,1524.66538
"601","ARTXV","NM",1970,4.6192
"602","ARTXV","NM",1971,4.43754
"603","ARTXV","NM",1972,5.28027
"604","ARTXV","NM",1973,5.61889
"605","ARTXV","NM",1974,15.83385
"606","ARTXV","NM",1975,19.92344
"607","ARTXV","NM",1976,16.27377
"608","ARTXV","NM",1977,14.17641
"609","ARTXV","NM",1978,18.39442
"610","ARTXV","NM",1979,23.3063
"611","ARTXV","NM",1980,27.69409
"612","ARTXV","NM",1981,34.58083
"613","ARTXV","NM",1982,39.9889
"614","ARTXV","NM",1983,48.9711
"615","ARTXV","NM",1984,56.79166
"616","ARTXV","NM",1985,47.69442
"617","ARTXV","NM",1986,46.66985
"618","ARTXV","NM",1987,43.73952
"619","ARTXV","NM",1988,47.56584
"620","ARTXV","NM",1989,31.74338
"621","ARTXV","NM",1990,26.55259
"622","ARTXV","NM",1991,34.89247
"623","ARTXV","NM",1992,37.16172
"624","ARTXV","NM",1993,50.44564
"625","ARTXV","NM",1994,42.82602
"626","ARTXV","NM",1995,40.66359
"627","ARTXV","NM",1996,38.8149
"628","ARTXV","NM",1997,30.4221
"629","ARTXV","NM",1998,50.00569
"630","ARTXV","NM",1999,42.86131
"631","ARTXV","NM",2000,39.4551
"632","ARTXV","NM",2001,17.98568
"633","ARTXV","NM",2002,49.38488
"634","ARTXV","NM",2003,53.76788
"635","ARTXV","NM",2004,60.50445
"636","ARTXV","NM",2005,57.97448
"637","ARTXV","NM",2006,66.71365
"638","ARTXV","NM",2007,85.71224
"639","ARTXV","NM",2008,66.37699
"640","ARTXV","NM",2009,59.48336
"641","AVACB","NM",1960,1013.90049
"642","AVACB","NM",1961,903.74283
"643","AVACB","NM",1962,1451.50843
"644","AVACB","NM",1963,1415.74204
"645","AVACB","NM",1964,1592.44026
"646","AVACB","NM",1965,1204.06032
"647","AVACB","NM",1966,1016.65115
"648","AVACB","NM",1967,721.53028
"649","AVACB","NM",1968,651.15247
"650","AVACB","NM",1969,636.82499
"651","AVACB","NM",1970,561.80348
"652","AVACB","NM",1971,590.69031
"653","AVACB","NM",1972,537.69539
"654","AVACB","NM",1973,426.80557
"655","AVACB","NM",1974,540.84777
"656","AVACB","NM",1975,409.97044
"657","AVACB","NM",1976,399.00169
"658","AVACB","NM",1977,411.76566
"659","AVACB","NM",1978,412.15592
"660","AVACB","NM",1979,402.27032
"661","AVACB","NM",1980,841.63159
"662","AVACB","NM",1981,686.83997
"663","AVACB","NM",1982,651.31371
"664","AVACB","NM",1983,535.0619
"665","AVACB","NM",1984,419.36129
"666","AVACB","NM",1985,477.8613
"667","AVACB","NM",1986,523.25034
"668","AVACB","NM",1987,438.10845
"669","AVACB","NM",1988,277.05736
"670","AVACB","NM",1989,486.88187
"671","AVACB","NM",1990,433.3237
"672","AVACB","NM",1991,472.84878
"673","AVACB","NM",1992,472.55605
"674","AVACB","NM",1993,357.69881
"675","AVACB","NM",1994,311.8455
"676","AVACB","NM",1995,269.11171
"677","AVACB","NM",1996,508.43153
"678","AVACB","NM",1997,513.62613
"679","AVACB","NM",1998,307.80336
"680","AVACB","NM",1999,350.95745
"681","AVACB","NM",2000,370.32663
"682","AVACB","NM",2001,399.28393
"683","AVACB","NM",2002,371.99782
"684","AVACB","NM",2003,324.96959
"685","AVACB","NM",2004,447.94165
"686","AVACB","NM",2005,300.68644
"687","AVACB","NM",2006,245.13845
"688","AVACB","NM",2007,231.56413
"689","AVACB","NM",2008,597.63378
"690","AVACB","NM",2009,437.22152
"691","AVACD","NM",1970,2.16982
"692","AVACD","NM",1971,2.21236
"693","AVACD","NM",1972,2.19413
"694","AVACD","NM",1973,2.35823
"695","AVACD","NM",1974,3.23346
"696","AVACD","NM",1975,3.44618
"697","AVACD","NM",1976,3.58597
"698","AVACD","NM",1977,3.9687
"699","AVACD","NM",1978,4.29319
"700","AVACD","NM",1979,5.73257
"701","AVACD","NM",1980,9.01902
"702","AVACD","NM",1981,10.84113
"703","AVACD","NM",1982,10.91601
"704","AVACD","NM",1983,10.44176
"705","AVACD","NM",1984,10.26704
"706","AVACD","NM",1985,9.99247
"707","AVACD","NM",1986,8.41165
"708","AVACD","NM",1987,7.54635
